split,case,image,mask
train,cju5i39mreass0817au8p22zy,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5i39mreass0817au8p22zy.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5i39mreass0817au8p22zy.png
train,78,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/78.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/78.png
train,164,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/164.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/164.png
train,cju3y0pjrj1c30755nxekxccj,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju3y0pjrj1c30755nxekxccj.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju3y0pjrj1c30755nxekxccj.png
train,cju1hs0za7jha0855vj0mdrjt,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1hs0za7jha0855vj0mdrjt.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1hs0za7jha0855vj0mdrjt.png
train,cju7avvi51iox0817ym55y6tt,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7avvi51iox0817ym55y6tt.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7avvi51iox0817ym55y6tt.png
train,cju2zxja9w1eh09933609ho9z,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2zxja9w1eh09933609ho9z.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2zxja9w1eh09933609ho9z.png
train,cju3ttznuftyf09875t11850w,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju3ttznuftyf09875t11850w.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju3ttznuftyf09875t11850w.png
train,102,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/102.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/102.png
train,461,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/461.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/461.png
train,cju1d31sp4d4k0878r3fr02ul,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1d31sp4d4k0878r3fr02ul.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1d31sp4d4k0878r3fr02ul.png
train,cju1haab178i70799tk9z8y8x,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1haab178i70799tk9z8y8x.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1haab178i70799tk9z8y8x.png
train,105,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/105.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/105.png
train,cju2trtjf4qjd0878a2zle9v9,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2trtjf4qjd0878a2zle9v9.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2trtjf4qjd0878a2zle9v9.png
train,cju87tyddnnad0755bj0wxahe,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju87tyddnnad0755bj0wxahe.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju87tyddnnad0755bj0wxahe.png
train,cju7dqcwi2dz00850gcmr2ert,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7dqcwi2dz00850gcmr2ert.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7dqcwi2dz00850gcmr2ert.png
train,582,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/582.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/582.png
train,336,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/336.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/336.png
train,cju17otoe119u0799nqcbl8n1,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju17otoe119u0799nqcbl8n1.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju17otoe119u0799nqcbl8n1.png
train,cju7b2l561oas0871decgslaf,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7b2l561oas0871decgslaf.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7b2l561oas0871decgslaf.png
train,496,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/496.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/496.png
train,cju2nyc5f02m40801ojqbtiea,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2nyc5f02m40801ojqbtiea.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2nyc5f02m40801ojqbtiea.png
train,567,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/567.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/567.png
train,cju32phw2bv130801yj7bkouq,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju32phw2bv130801yj7bkouq.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju32phw2bv130801yj7bkouq.png
train,484,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/484.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/484.png
train,324,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/324.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/324.png
train,cju13hp5rnbjx0835bf0jowgx,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju13hp5rnbjx0835bf0jowgx.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju13hp5rnbjx0835bf0jowgx.png
train,568,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/568.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/568.png
train,cju7dn24o296i09871qfxb8s2,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7dn24o296i09871qfxb8s2.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7dn24o296i09871qfxb8s2.png
train,cju5wi6bqlxy90755bu227nvb,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5wi6bqlxy90755bu227nvb.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5wi6bqlxy90755bu227nvb.png
train,cju7cq6su27qv075574dir0r3,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7cq6su27qv075574dir0r3.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7cq6su27qv075574dir0r3.png
train,41,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/41.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/41.png
train,cju3x4blzieu30850x10uuvbm,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju3x4blzieu30850x10uuvbm.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju3x4blzieu30850x10uuvbm.png
train,367,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/367.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/367.png
train,8,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/8.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/8.png
train,393,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/393.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/393.png
train,cju2t62nq45jl0799odpufwx6,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2t62nq45jl0799odpufwx6.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2t62nq45jl0799odpufwx6.png
train,101,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/101.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/101.png
train,cju7g7ba42z310987bqzbi2bq,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7g7ba42z310987bqzbi2bq.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7g7ba42z310987bqzbi2bq.png
train,cju2yb31a8e8u0878wdashg7o,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2yb31a8e8u0878wdashg7o.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2yb31a8e8u0878wdashg7o.png
train,81,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/81.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/81.png
train,261,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/261.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/261.png
train,cju42u5bjlvi10801dc13sskp,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju42u5bjlvi10801dc13sskp.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju42u5bjlvi10801dc13sskp.png
train,576,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/576.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/576.png
train,cju88l66no10s0850rsda7ej1,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju88l66no10s0850rsda7ej1.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju88l66no10s0850rsda7ej1.png
train,cju83nwu1jxte0987h1krpfmv,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju83nwu1jxte0987h1krpfmv.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju83nwu1jxte0987h1krpfmv.png
train,564,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/564.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/564.png
train,213,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/213.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/213.png
train,523,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/523.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/523.png
train,121,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/121.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/121.png
train,302,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/302.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/302.png
train,6,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/6.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/6.png
train,436,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/436.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/436.png
train,cju6vvb8svhed0801jjcquh5e,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju6vvb8svhed0801jjcquh5e.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju6vvb8svhed0801jjcquh5e.png
train,cju8chdlqsu620755azjty1tj,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8chdlqsu620755azjty1tj.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8chdlqsu620755azjty1tj.png
train,cju85nr8elly209872w9n5m0s,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju85nr8elly209872w9n5m0s.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju85nr8elly209872w9n5m0s.png
train,cju2tzypl4wss0799ow05oxb9,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2tzypl4wss0799ow05oxb9.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2tzypl4wss0799ow05oxb9.png
train,530,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/530.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/530.png
train,320,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/320.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/320.png
train,cju5klveuff6w0871wbibgh3m,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5klveuff6w0871wbibgh3m.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5klveuff6w0871wbibgh3m.png
train,206,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/206.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/206.png
train,473,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/473.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/473.png
train,cju2ricdv2iys0878sv1adh0u,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2ricdv2iys0878sv1adh0u.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2ricdv2iys0878sv1adh0u.png
train,49,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/49.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/49.png
train,cju2nd7l7z98o0799gfjvyfmw,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2nd7l7z98o0799gfjvyfmw.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2nd7l7z98o0799gfjvyfmw.png
train,610,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/610.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/610.png
train,cju34ds2531520988qjpqt6e3,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju34ds2531520988qjpqt6e3.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju34ds2531520988qjpqt6e3.png
train,cju1dfeupuzlw0835gnxip369,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1dfeupuzlw0835gnxip369.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1dfeupuzlw0835gnxip369.png
train,372,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/372.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/372.png
train,67,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/67.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/67.png
train,cju35oyvd3y850988km12hdz1,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju35oyvd3y850988km12hdz1.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju35oyvd3y850988km12hdz1.png
train,cju43mkj9m8wb0871qiadahub,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju43mkj9m8wb0871qiadahub.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju43mkj9m8wb0871qiadahub.png
train,37,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/37.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/37.png
train,cju33yemn2qb20988wfjxximx,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju33yemn2qb20988wfjxximx.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju33yemn2qb20988wfjxximx.png
train,cju87ox0kncom0801b98hqnd2,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju87ox0kncom0801b98hqnd2.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju87ox0kncom0801b98hqnd2.png
train,cju5k7r0yf98c09878csbxb4d,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5k7r0yf98c09878csbxb4d.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5k7r0yf98c09878csbxb4d.png
train,532,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/532.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/532.png
train,cju7ap09p1kz10850ldccjebj,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7ap09p1kz10850ldccjebj.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7ap09p1kz10850ldccjebj.png
train,cju1hmff8tkp809931jps6fbr,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1hmff8tkp809931jps6fbr.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1hmff8tkp809931jps6fbr.png
train,552,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/552.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/552.png
train,cju7d2q1k27nf08715zshsckt,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7d2q1k27nf08715zshsckt.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7d2q1k27nf08715zshsckt.png
train,476,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/476.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/476.png
train,414,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/414.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/414.png
train,cju7emdni2py40871ivhxjtut,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7emdni2py40871ivhxjtut.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7emdni2py40871ivhxjtut.png
train,129,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/129.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/129.png
train,cju5chrxxawka0871qcj171yz,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5chrxxawka0871qcj171yz.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5chrxxawka0871qcj171yz.png
train,cju7csvlb22fr0850lvm45n3x,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7csvlb22fr0850lvm45n3x.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7csvlb22fr0850lvm45n3x.png
train,468,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/468.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/468.png
train,345,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/345.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/345.png
train,421,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/421.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/421.png
train,cju8dk7eztzup08182yxko5zh,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8dk7eztzup08182yxko5zh.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8dk7eztzup08182yxko5zh.png
train,cju5nyu31gv8e0871zpk74a2n,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5nyu31gv8e0871zpk74a2n.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5nyu31gv8e0871zpk74a2n.png
train,284,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/284.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/284.png
train,cju326h4v1gxw08352px40p7r,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju326h4v1gxw08352px40p7r.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju326h4v1gxw08352px40p7r.png
train,cju2nfnvxzdkd0878399axlco,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2nfnvxzdkd0878399axlco.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2nfnvxzdkd0878399axlco.png
train,601,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/601.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/601.png
train,cju8c9akjsdjj0850s67uzlxq,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8c9akjsdjj0850s67uzlxq.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8c9akjsdjj0850s67uzlxq.png
train,cju8b2rmgr52s0801p54eyflx,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8b2rmgr52s0801p54eyflx.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8b2rmgr52s0801p54eyflx.png
train,cju303j5r062k098835zxfds5,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju303j5r062k098835zxfds5.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju303j5r062k098835zxfds5.png
train,cju88k75inzyb0850ccv5x3vk,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju88k75inzyb0850ccv5x3vk.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju88k75inzyb0850ccv5x3vk.png
train,cju5f0dezct4q08183ydw11dx,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5f0dezct4q08183ydw11dx.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5f0dezct4q08183ydw11dx.png
train,cju1cvkfwqrec0993wbp1jlzm,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1cvkfwqrec0993wbp1jlzm.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1cvkfwqrec0993wbp1jlzm.png
train,cju8bzzy2s66m08016z6mouqt,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8bzzy2s66m08016z6mouqt.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8bzzy2s66m08016z6mouqt.png
train,cju83mki1jv5w0817kubxm31r,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju83mki1jv5w0817kubxm31r.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju83mki1jv5w0817kubxm31r.png
train,588,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/588.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/588.png
train,cju2lcyfgkf5809932fn9gucn,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2lcyfgkf5809932fn9gucn.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2lcyfgkf5809932fn9gucn.png
train,cju6w733bveoz0817e600tw72,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju6w733bveoz0817e600tw72.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju6w733bveoz0817e600tw72.png
train,606,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/606.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/606.png
train,439,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/439.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/439.png
train,cju3ua8u0g9rg0801uayhdxhu,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju3ua8u0g9rg0801uayhdxhu.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju3ua8u0g9rg0801uayhdxhu.png
train,518,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/518.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/518.png
train,cju2y5zas8m7f0801d34g5owq,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2y5zas8m7f0801d34g5owq.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2y5zas8m7f0801d34g5owq.png
train,595,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/595.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/595.png
train,19,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/19.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/19.png
train,573,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/573.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/573.png
train,cju17x0j4nfc10993y31pvlgs,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju17x0j4nfc10993y31pvlgs.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju17x0j4nfc10993y31pvlgs.png
train,64,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/64.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/64.png
train,578,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/578.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/578.png
train,cju2nqapmzvk20801f9us40dx,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2nqapmzvk20801f9us40dx.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2nqapmzvk20801f9us40dx.png
train,cju2rzpsmtb0f0835jabkbao1,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2rzpsmtb0f0835jabkbao1.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2rzpsmtb0f0835jabkbao1.png
train,cju2rn0hasxri0835nfy3buay,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2rn0hasxri0835nfy3buay.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2rn0hasxri0835nfy3buay.png
train,413,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/413.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/413.png
train,cju2uzabhs6er0993x3aaf87p,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2uzabhs6er0993x3aaf87p.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2uzabhs6er0993x3aaf87p.png
train,cju5eftctcdbj08712gdp989f,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5eftctcdbj08712gdp989f.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5eftctcdbj08712gdp989f.png
train,cju85qefyln6v0850szeb9byi,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju85qefyln6v0850szeb9byi.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju85qefyln6v0850szeb9byi.png
train,524,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/524.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/524.png
train,cju2ro5jqsy680988pi6qsujw,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2ro5jqsy680988pi6qsujw.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2ro5jqsy680988pi6qsujw.png
train,cju8dn0c3u2v50801k8rvq02f,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8dn0c3u2v50801k8rvq02f.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8dn0c3u2v50801k8rvq02f.png
train,cju2rlqdnoz9k0993cpjae3x0,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2rlqdnoz9k0993cpjae3x0.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2rlqdnoz9k0993cpjae3x0.png
train,cju2rnkt22xep0801as160g9t,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2rnkt22xep0801as160g9t.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2rnkt22xep0801as160g9t.png
train,cju18ibp219ub08783i6o98g7,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju18ibp219ub08783i6o98g7.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju18ibp219ub08783i6o98g7.png
train,602,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/602.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/602.png
train,90,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/90.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/90.png
train,cju8402x1kcy70801t6kz6bdi,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8402x1kcy70801t6kz6bdi.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8402x1kcy70801t6kz6bdi.png
